year,region,field,tech_name,export_count,latitude,longitude,countries
2020,유럽,융복합,감축 및 적응 융복합,0,54.0,15.0,"독일, 프랑스, 영국"
2020,북미,융복합,감축 및 적응 융복합,20,45.0,-100.0,"미국, 캐나다"
2020,중동,융복합,감축 및 적응 융복합,10,25.0,45.0,"UAE, 사우디아라비아"
2020,남미,융복합,감축 및 적응 융복합,3,-15.0,-60.0,"브라질, 아르헨티나"
2020,아프리카,융복합,감축 및 적응 융복합,10,0.0,20.0,"남아프리카공화국, 이집트"
2020,동남아시아,융복합,감축 및 적응 융복합,106,10.0,110.0,"베트남, 태국, 인도네시아"
2020,중국,융복합,감축 및 적응 융복합,100,35.0,104.0,중국
2020,일본,융복합,감축 및 적응 융복합,19,36.0,138.0,일본
2020,유럽,융복합,감축 및 적응 융복합,0,54.0,15.0,"독일, 프랑스, 영국"
2020,북미,융복합,감축 및 적응 융복합,40,45.0,-100.0,"미국, 캐나다"
2020,중동,융복합,감축 및 적응 융복합,15,25.0,45.0,"UAE, 사우디아라비아"
2020,남미,융복합,감축 및 적응 융복합,10,-15.0,-60.0,"브라질, 아르헨티나"
2020,아프리카,융복합,감축 및 적응 융복합,11,0.0,20.0,"남아프리카공화국, 이집트"
